source_file,order_id,product_id,order_date,customer_id,ship_date,ship_mode,customer_name,segment,country,city,state,postal_code,region,category,sub_category,product_name,sales,quantity,discount,profit
simple_demo_3col.csv,3,PROD-3,2026-03-14,CUST-3,2026-03-16,Standard Class,Charlie,Consumer,India,DemoCity,DemoState,000000,Demo,General,General,Item-Charlie,350.0,1,0.0,0.0
simple_demo_3col.csv,3,PROD-3,2026-03-14,CUST-3,2026-03-16,Standard Class,Charlie,Consumer,India,DemoCity,DemoState,000000,Demo,General,General,Item-Charlie,350.0,1,0.0,0.0
simple_demo_3col.csv,8,PROD-8,2026-03-14,CUST-8,2026-03-16,Standard Class,Harry,Consumer,India,DemoCity,DemoState,000000,Demo,General,General,Item-Harry,260.0,1,0.0,0.0
simple_demo_3col.csv,8,PROD-8,2026-03-14,CUST-8,2026-03-16,Standard Class,Harry,Consumer,India,DemoCity,DemoState,000000,Demo,General,General,Item-Harry,260.0,1,0.0,0.0
simple_demo_3col.csv,8,PROD-8,2026-03-14,CUST-8,2026-03-16,Standard Class,Harry,Consumer,India,DemoCity,DemoState,000000,Demo,General,General,Item-Harry,260.0,1,0.0,0.0
simple_demo_3col.csv,8,PROD-8,2026-03-14,CUST-8,2026-03-16,Standard Class,Harry,Consumer,India,DemoCity,DemoState,000000,Demo,General,General,Item-Harry,260.0,1,0.0,0.0
simple_demo_3col.csv,8,PROD-8,2026-03-14,CUST-8,2026-03-16,Standard Class,Harry,Consumer,India,DemoCity,DemoState,000000,Demo,General,General,Item-Harry,260.0,1,0.0,0.0
simple_demo_3col.csv,8,PROD-8,2026-03-14,CUST-8,2026-03-16,Standard Class,Harry,Consumer,India,DemoCity,DemoState,000000,Demo,General,General,Item-Harry,260.0,1,0.0,0.0
simple_demo_3col.csv,8,PROD-8,2026-03-14,CUST-8,2026-03-16,Standard Class,Harry,Consumer,India,DemoCity,DemoState,000000,Demo,General,General,Item-Harry,260.0,1,0.0,0.0
simple_demo_3col.csv,8,PROD-8,2026-03-14,CUST-8,2026-03-16,Standard Class,Harry,Consumer,India,DemoCity,DemoState,000000,Demo,General,General,Item-Harry,260.0,1,0.0,0.0
simple_demo_3col.csv,8,PROD-8,2026-03-14,CUST-8,2026-03-16,Standard Class,Harry,Consumer,India,DemoCity,DemoState,000000,Demo,General,General,Item-Harry,260.0,1,0.0,0.0
simple_demo_3col.csv,8,PROD-8,2026-03-14,CUST-8,2026-03-16,Standard Class,Harry,Consumer,India,DemoCity,DemoState,000000,Demo,General,General,Item-Harry,260.0,1,0.0,0.0
simple_demo_3col.csv,8,PROD-8,2026-03-14,CUST-8,2026-03-16,Standard Class,Harry,Consumer,India,DemoCity,DemoState,000000,Demo,General,General,Item-Harry,260.0,1,0.0,0.0
simple_demo_3col.csv,8,PROD-8,2026-03-14,CUST-8,2026-03-16,Standard Class,Harry,Consumer,India,DemoCity,DemoState,000000,Demo,General,General,Item-Harry,260.0,1,0.0,0.0
simple_demo_3col.csv,8,PROD-8,2026-03-14,CUST-8,2026-03-16,Standard Class,Harry,Consumer,India,DemoCity,DemoState,000000,Demo,General,General,Item-Harry,260.0,1,0.0,0.0
simple_demo_3col.csv,8,PROD-8,2026-03-14,CUST-8,2026-03-16,Standard Class,Harry,Consumer,India,DemoCity,DemoState,000000,Demo,General,General,Item-Harry,260.0,1,0.0,0.0
simple_demo_3col.csv,8,PROD-8,2026-03-14,CUST-8,2026-03-16,Standard Class,Harry,Consumer,India,DemoCity,DemoState,000000,Demo,General,General,Item-Harry,260.0,1,0.0,0.0
simple_demo_3col.csv,8,PROD-8,2026-03-14,CUST-8,2026-03-16,Standard Class,Harry,Consumer,India,DemoCity,DemoState,000000,Demo,General,General,Item-Harry,260.0,1,0.0,0.0
simple_demo_3col.csv,8,PROD-8,2026-03-14,CUST-8,2026-03-16,Standard Class,Harry,Consumer,India,DemoCity,DemoState,000000,Demo,General,General,Item-Harry,260.0,1,0.0,0.0
simple_demo_3col.csv,8,PROD-8,2026-03-14,CUST-8,2026-03-16,Standard Class,Harry,Consumer,India,DemoCity,DemoState,000000,Demo,General,General,Item-Harry,260.0,1,0.0,0.0
simple_demo_3col.csv,8,PROD-8,2026-03-14,CUST-8,2026-03-16,Standard Class,Harry,Consumer,India,DemoCity,DemoState,000000,Demo,General,General,Item-Harry,260.0,1,0.0,0.0
