order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,source_file
,,,,,,,,,,,,,,,,,,,,ad_hoc_insert_test.csv
AMZ-ORD-0000076,2026-01-05,2026-01-07,Second Class,,Vihaan Das,Consumer,India,Jaipur,Rajasthan,400077,North,PROD-00305,Fashion,Apparel,Smart Plug,,1,0.0,96.1,amazon_orders_batch_1.csv
,,2026-01-09,Same Day,CUST-00127,Rohan Patel,Consumer,India,Pune,Maharashtra,400043,West,PROD-00169,Beauty,Skincare,Bluetooth Earbuds,278.78,3,0.08,33.45,amazon_orders_batch_1.csv
AMZ-ORD-0000029,2026-01-30,2026-02-01,First Class,CUST-00088,Meera Joshi,Consumer,India,Delhi,Delhi,400030,North,PROD-00117,Electronics,Accessories,Office Chair,196.26,2,1.45,31.4,amazon_orders_batch_1.csv
AMZ-ORD-0000068,2026-02-02,2026-02-04,Second Class,CUST-00205,Rahul Iyer,Consumer,India,Mumbai,Maharashtra,400069,West,PROD-00273,Office,Stationery,Backpack,433.65,-3,0.0,86.73,amazon_orders_batch_1.csv
AMZ-ORD-0000063,,2026-01-30,Standard Class,CUST-00190,Neha Verma,Consumer,India,Chennai,Tamil Nadu,400064,South,PROD-00253,Office,Stationery,Backpack,398.0,4,0.12,31.84,amazon_orders_batch_1.csv
AMZ-ORD-0001057,2026-01-22,2026-01-25,Same Day,CUST-00029,Isha Gupta,Consumer,India,Delhi,Delhi,400059,North,PROD-00246,Office,Stationery,Kindle Reader,222.39,3,1.45,26.69,amazon_orders_batch_2.csv
AMZ-ORD-0001076,2026-01-04,2026-01-07,First Class,CUST-00105,Vihaan Das,Consumer,India,Mumbai,Maharashtra,400078,West,PROD-00341,Beauty,Skincare,Office Chair,356.52,2,1.45,57.04,amazon_orders_batch_2.csv
AMZ-ORD-0001046,2026-01-11,2026-01-14,Standard Class,CUST-00285,Vihaan Das,Consumer,India,Mumbai,Maharashtra,400048,West,PROD-00191,Beauty,Skincare,Office Chair,,2,0.04,22.9,amazon_orders_batch_2.csv
AMZ-ORD-0001074,,2026-01-05,Standard Class,,Kabir Nair,Consumer,India,Jaipur,Rajasthan,400076,North,PROD-00331,Home,Kitchen,Smart Plug,340.26,5,0.16,13.61,amazon_orders_batch_2.csv
AMZ-ORD-0001138,2026-01-29,2026-02-01,Standard Class,CUST-00053,Rahul Iyer,Consumer,India,Bengaluru,Karnataka,400140,South,PROD-00231,Electronics,Accessories,Bluetooth Earbuds,,4,0.12,63.15,amazon_orders_batch_2.csv
