source_file,order_id,product_id,order_date,customer_id,ship_date,ship_mode,customer_name,segment,country,city,state,postal_code,region,category,sub_category,product_name,sales,quantity,discount,profit
amazon_orders_batch_2.csv,AMZ-ORD-0001011,PROD-00016,2026-01-13,CUST-00145,2026-01-16,Second Class,Priya Sharma,Consumer,India,Chennai,Tamil Nadu,400013,South,Beauty,Skincare,Wireless Mouse,799.26,2,0.04,127.88
amazon_orders_batch_2.csv,AMZ-ORD-0001011,PROD-00016,2026-01-13,CUST-00145,2026-01-16,Second Class,Priya Sharma,Consumer,India,Chennai,Tamil Nadu,400013,South,Beauty,Skincare,Wireless Mouse,799.26,2,0.04,127.88
amazon_orders_batch_2.csv,AMZ-ORD-0001022,PROD-00071,2026-01-24,CUST-00189,2026-01-27,Standard Class,Rohan Patel,Consumer,India,Kolkata,West Bengal,400024,East,Office,Stationery,Backpack,878.52,3,0.08,105.42
amazon_orders_batch_2.csv,AMZ-ORD-0001022,PROD-00071,2026-01-24,CUST-00189,2026-01-27,Standard Class,Rohan Patel,Consumer,India,Kolkata,West Bengal,400024,East,Office,Stationery,Backpack,878.52,3,0.08,105.42
amazon_orders_batch_2.csv,AMZ-ORD-0001033,PROD-00126,2026-02-04,CUST-00233,2026-02-07,Same Day,Neha Verma,Consumer,India,Ahmedabad,Gujarat,400035,West,Electronics,Accessories,Monitor Stand,57.78,4,0.12,4.62
amazon_orders_batch_2.csv,AMZ-ORD-0001033,PROD-00126,2026-02-04,CUST-00233,2026-02-07,Same Day,Neha Verma,Consumer,India,Ahmedabad,Gujarat,400035,West,Electronics,Accessories,Monitor Stand,57.78,4,0.12,4.62
amazon_orders_batch_2.csv,AMZ-ORD-0001044,PROD-00181,2026-01-09,CUST-00277,2026-01-12,First Class,Kabir Nair,Consumer,India,Jaipur,Rajasthan,400046,North,Home,Kitchen,Smart Plug,137.04,5,0.16,5.48
amazon_orders_batch_2.csv,AMZ-ORD-0001044,PROD-00181,2026-01-09,CUST-00277,2026-01-12,First Class,Kabir Nair,Consumer,India,Jaipur,Rajasthan,400046,North,Home,Kitchen,Smart Plug,137.04,5,0.16,5.48
amazon_orders_batch_2.csv,AMZ-ORD-0001055,PROD-00236,2026-01-20,CUST-00021,2026-01-23,Second Class,Anaya Rao,Consumer,India,Lucknow,Uttar Pradesh,400057,North,Fashion,Apparel,Desk Lamp,206.13,1,0.0,41.23
amazon_orders_batch_2.csv,AMZ-ORD-0001055,PROD-00236,2026-01-20,CUST-00021,2026-01-23,Second Class,Anaya Rao,Consumer,India,Lucknow,Uttar Pradesh,400057,North,Fashion,Apparel,Desk Lamp,206.13,1,0.0,41.23
amazon_orders_batch_2.csv,AMZ-ORD-0001066,PROD-00291,2026-01-31,CUST-00065,2026-02-03,Standard Class,Vihaan Das,Consumer,India,Mumbai,Maharashtra,400068,West,Beauty,Skincare,Office Chair,285.39,2,0.04,45.66
amazon_orders_batch_2.csv,AMZ-ORD-0001066,PROD-00291,2026-01-31,CUST-00065,2026-02-03,Standard Class,Vihaan Das,Consumer,India,Mumbai,Maharashtra,400068,West,Beauty,Skincare,Office Chair,285.39,2,0.04,45.66
