source_file,order_id,product_id,order_date,customer_id,ship_date,ship_mode,customer_name,segment,country,city,state,postal_code,region,category,sub_category,product_name,sales,quantity,discount,profit
amazon_orders_batch_3.csv,AMZ-ORD-0002005,PROD-00271,2026-01-30,CUST-00126,2026-01-31,Standard Class,Anaya Rao,Consumer,India,Delhi,Delhi,400008,North,Beauty,Skincare,Echo Dot Speaker,765.65,2,0.2,15.31
amazon_orders_batch_3.csv,AMZ-ORD-0002005,PROD-00271,2026-01-30,CUST-00126,2026-01-31,Standard Class,Anaya Rao,Consumer,India,Delhi,Delhi,400008,North,Beauty,Skincare,Echo Dot Speaker,765.65,2,0.2,15.31
amazon_orders_batch_3.csv,AMZ-ORD-0002010,PROD-00301,2026-02-04,CUST-00151,2026-02-05,Second Class,Aarav Singh,Consumer,India,Kolkata,West Bengal,400013,East,Beauty,Skincare,Echo Dot Speaker,801.13,1,0.16,32.05
amazon_orders_batch_3.csv,AMZ-ORD-0002010,PROD-00301,2026-02-04,CUST-00151,2026-02-05,Second Class,Aarav Singh,Consumer,India,Kolkata,West Bengal,400013,East,Beauty,Skincare,Echo Dot Speaker,801.13,1,0.16,32.05
amazon_orders_batch_3.csv,AMZ-ORD-0002015,PROD-00331,2026-01-02,CUST-00176,2026-01-03,First Class,Anaya Rao,Consumer,India,Delhi,Delhi,400018,North,Beauty,Skincare,Echo Dot Speaker,846.78,6,0.12,67.74
amazon_orders_batch_3.csv,AMZ-ORD-0002015,PROD-00331,2026-01-02,CUST-00176,2026-01-03,First Class,Anaya Rao,Consumer,India,Delhi,Delhi,400018,North,Beauty,Skincare,Echo Dot Speaker,846.78,6,0.12,67.74
amazon_orders_batch_3.csv,AMZ-ORD-0002020,PROD-00361,2026-01-07,CUST-00201,2026-01-08,Same Day,Aarav Singh,Consumer,India,Kolkata,West Bengal,400023,East,Beauty,Skincare,Echo Dot Speaker,882.26,5,0.08,105.87
amazon_orders_batch_3.csv,AMZ-ORD-0002020,PROD-00361,2026-01-07,CUST-00201,2026-01-08,Same Day,Aarav Singh,Consumer,India,Kolkata,West Bengal,400023,East,Beauty,Skincare,Echo Dot Speaker,882.26,5,0.08,105.87
amazon_orders_batch_3.csv,AMZ-ORD-0002020,PROD-00361,2026-01-07,CUST-00201,2026-01-08,Same Day,Aarav Singh,Consumer,India,Kolkata,West Bengal,400023,East,Beauty,Skincare,Echo Dot Speaker,882.26,5,0.08,105.87
amazon_orders_batch_3.csv,AMZ-ORD-0002020,PROD-00361,2026-01-07,CUST-00201,2026-01-08,Same Day,Aarav Singh,Consumer,India,Kolkata,West Bengal,400023,East,Beauty,Skincare,Echo Dot Speaker,882.26,5,0.08,105.87
amazon_orders_batch_3.csv,AMZ-ORD-0002025,PROD-00391,2026-01-12,CUST-00226,2026-01-13,Standard Class,Anaya Rao,Consumer,India,Delhi,Delhi,400028,North,Beauty,Skincare,Echo Dot Speaker,27.91,4,0.04,4.47
amazon_orders_batch_3.csv,AMZ-ORD-0002025,PROD-00391,2026-01-12,CUST-00226,2026-01-13,Standard Class,Anaya Rao,Consumer,India,Delhi,Delhi,400028,North,Beauty,Skincare,Echo Dot Speaker,27.91,4,0.04,4.47
amazon_orders_batch_3.csv,AMZ-ORD-0002030,PROD-00001,2026-01-17,CUST-00251,2026-01-18,Second Class,Aarav Singh,Consumer,India,Kolkata,West Bengal,400033,East,Beauty,Skincare,Echo Dot Speaker,63.39,3,0.0,12.68
amazon_orders_batch_3.csv,AMZ-ORD-0002030,PROD-00001,2026-01-17,CUST-00251,2026-01-18,Second Class,Aarav Singh,Consumer,India,Kolkata,West Bengal,400033,East,Beauty,Skincare,Echo Dot Speaker,63.39,3,0.0,12.68
amazon_orders_batch_3.csv,AMZ-ORD-0002035,PROD-00031,2026-01-22,CUST-00276,2026-01-23,First Class,Anaya Rao,Consumer,India,Delhi,Delhi,400038,North,Beauty,Skincare,Echo Dot Speaker,109.04,2,0.2,2.18
amazon_orders_batch_3.csv,AMZ-ORD-0002035,PROD-00031,2026-01-22,CUST-00276,2026-01-23,First Class,Anaya Rao,Consumer,India,Delhi,Delhi,400038,North,Beauty,Skincare,Echo Dot Speaker,109.04,2,0.2,2.18
amazon_orders_batch_3.csv,AMZ-ORD-0002045,PROD-00091,2026-02-01,CUST-00026,2026-02-02,Standard Class,Anaya Rao,Consumer,India,Delhi,Delhi,400048,North,Beauty,Skincare,Echo Dot Speaker,180.0,6,0.12,14.4
amazon_orders_batch_3.csv,AMZ-ORD-0002045,PROD-00091,2026-02-01,CUST-00026,2026-02-02,Standard Class,Anaya Rao,Consumer,India,Delhi,Delhi,400048,North,Beauty,Skincare,Echo Dot Speaker,180.0,6,0.12,14.4
amazon_orders_batch_3.csv,AMZ-ORD-0002050,PROD-00121,2026-02-06,CUST-00051,2026-02-07,Second Class,Aarav Singh,Consumer,India,Kolkata,West Bengal,400053,East,Beauty,Skincare,Echo Dot Speaker,225.65,5,0.08,27.08
amazon_orders_batch_3.csv,AMZ-ORD-0002050,PROD-00121,2026-02-06,CUST-00051,2026-02-07,Second Class,Aarav Singh,Consumer,India,Kolkata,West Bengal,400053,East,Beauty,Skincare,Echo Dot Speaker,225.65,5,0.08,27.08
amazon_orders_batch_3.csv,AMZ-ORD-0002065,PROD-00211,2026-01-14,CUST-00126,2026-01-15,Standard Class,Anaya Rao,Consumer,India,Delhi,Delhi,400068,North,Beauty,Skincare,Echo Dot Speaker,342.26,2,0.2,6.85
amazon_orders_batch_3.csv,AMZ-ORD-0002065,PROD-00211,2026-01-14,CUST-00126,2026-01-15,Standard Class,Anaya Rao,Consumer,India,Delhi,Delhi,400068,North,Beauty,Skincare,Echo Dot Speaker,342.26,2,0.2,6.85
amazon_orders_batch_3.csv,AMZ-ORD-0002075,PROD-00271,2026-01-24,CUST-00176,2026-01-25,First Class,Anaya Rao,Consumer,India,Delhi,Delhi,400078,North,Beauty,Skincare,Echo Dot Speaker,423.39,6,0.12,33.87
