order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,source_file,processing_timestamp
AMZ-ORD-0000046,2026-01-11,2026-01-13,Same Day,CUST-00139,Vihaan Das,Consumer,India,Jaipur,Rajasthan,400047,North,PROD-00185,Fashion,Apparel,Smart Plug,297.13,3,0.08,35.66,amazon_orders_batch_1.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0000071,2026-02-05,2026-02-07,Standard Class,CUST-00214,Priya Sharma,Consumer,India,Hyderabad,Telangana,400072,South,PROD-00285,Fashion,Apparel,Smart Plug,455.04,4,0.12,36.4,amazon_orders_batch_1.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0000065,2026-01-30,2026-02-01,First Class,CUST-00196,Anaya Rao,Consumer,India,Ahmedabad,Gujarat,400066,West,PROD-00261,Home,Kitchen,Echo Dot Speaker,412.26,2,0.04,65.96,amazon_orders_batch_1.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0000072,2026-01-01,2026-01-03,Second Class,CUST-00217,Rohan Patel,Consumer,India,Pune,Maharashtra,400073,West,PROD-00289,Beauty,Skincare,Bluetooth Earbuds,452.0,1,0.0,90.4,amazon_orders_batch_1.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0000016,2026-01-17,2026-01-19,Second Class,CUST-00049,Vihaan Das,Consumer,India,Jaipur,Rajasthan,400017,North,PROD-00065,Fashion,Apparel,Smart Plug,123.91,1,0.0,24.78,amazon_orders_batch_1.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0000005,2026-01-06,2026-01-08,First Class,CUST-00016,Anaya Rao,Consumer,India,Ahmedabad,Gujarat,400006,West,PROD-00021,Home,Kitchen,Echo Dot Speaker,55.65,2,0.04,8.9,amazon_orders_batch_1.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0000025,2026-01-26,2026-01-28,First Class,CUST-00076,Anaya Rao,Consumer,India,Ahmedabad,Gujarat,400026,West,PROD-00101,Home,Kitchen,Echo Dot Speaker,177.91,2,0.04,28.47,amazon_orders_batch_1.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0000055,2026-01-20,2026-01-22,Standard Class,CUST-00166,Anaya Rao,Consumer,India,Ahmedabad,Gujarat,400056,West,PROD-00221,Home,Kitchen,Echo Dot Speaker,351.13,4,0.12,28.09,amazon_orders_batch_1.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0000089,2026-01-18,2026-01-20,First Class,CUST-00268,Meera Joshi,Consumer,India,Delhi,Delhi,400090,North,PROD-00357,Electronics,Accessories,Office Chair,563.04,2,0.04,90.09,amazon_orders_batch_1.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0000007,2026-01-08,2026-01-10,Standard Class,CUST-00022,Isha Gupta,Consumer,India,Lucknow,Uttar Pradesh,400008,North,PROD-00029,Beauty,Skincare,Bluetooth Earbuds,69.91,4,0.12,5.59,amazon_orders_batch_1.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0000066,2026-01-31,2026-02-02,Same Day,CUST-00199,Vihaan Das,Consumer,India,Jaipur,Rajasthan,400067,North,PROD-00265,Fashion,Apparel,Smart Plug,419.39,3,0.08,50.33,amazon_orders_batch_1.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0000075,2026-01-04,2026-01-06,Standard Class,CUST-00226,Anaya Rao,Consumer,India,Ahmedabad,Gujarat,400076,West,PROD-00301,Home,Kitchen,Echo Dot Speaker,473.39,4,0.12,37.87,amazon_orders_batch_1.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0000006,2026-01-07,2026-01-09,Same Day,CUST-00019,Vihaan Das,Consumer,India,Jaipur,Rajasthan,400007,North,PROD-00025,Fashion,Apparel,Smart Plug,62.78,3,0.08,7.53,amazon_orders_batch_1.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0000086,2026-01-15,2026-01-17,Same Day,CUST-00259,Vihaan Das,Consumer,India,Jaipur,Rajasthan,400087,North,PROD-00345,Fashion,Apparel,Smart Plug,541.65,3,0.08,65.0,amazon_orders_batch_1.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0000002,2026-01-03,2026-01-05,Same Day,CUST-00007,Rohan Patel,Consumer,India,Pune,Maharashtra,400003,West,PROD-00009,Beauty,Skincare,Bluetooth Earbuds,34.26,3,0.08,4.11,amazon_orders_batch_1.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0000023,2026-01-24,2026-01-26,Standard Class,CUST-00070,Neha Verma,Consumer,India,Chennai,Tamil Nadu,400024,South,PROD-00093,Office,Stationery,Backpack,163.65,4,0.12,13.09,amazon_orders_batch_1.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0000067,2026-02-01,2026-02-03,Standard Class,CUST-00202,Isha Gupta,Consumer,India,Lucknow,Uttar Pradesh,400068,North,PROD-00269,Beauty,Skincare,Bluetooth Earbuds,426.52,4,0.12,34.12,amazon_orders_batch_1.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0000050,2026-01-15,2026-01-17,Same Day,CUST-00151,Aarav Singh,Consumer,India,Bengaluru,Karnataka,400051,South,PROD-00201,Home,Kitchen,Echo Dot Speaker,325.65,3,0.08,39.08,amazon_orders_batch_1.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0001139,2026-01-30,2026-02-02,Second Class,CUST-00057,Meera Joshi,Consumer,India,Hyderabad,Telangana,400141,South,PROD-00236,Home,Kitchen,Water Bottle,797.52,5,0.16,31.9,amazon_orders_batch_2.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0001030,2026-02-01,2026-02-04,Standard Class,CUST-00221,Aarav Singh,Consumer,India,Pune,Maharashtra,400032,West,PROD-00111,Fashion,Apparel,Echo Dot Speaker,33.39,1,0.0,6.68,amazon_orders_batch_2.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0001055,2026-01-20,2026-01-23,Second Class,CUST-00021,Anaya Rao,Consumer,India,Lucknow,Uttar Pradesh,400057,North,PROD-00236,Fashion,Apparel,Desk Lamp,206.13,1,0.0,41.23,amazon_orders_batch_2.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0001040,2026-01-05,2026-01-08,First Class,CUST-00261,Aarav Singh,Consumer,India,Pune,Maharashtra,400042,West,PROD-00161,Fashion,Apparel,Echo Dot Speaker,104.52,1,0.0,20.9,amazon_orders_batch_2.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0001026,2026-01-28,2026-01-31,Standard Class,CUST-00205,Vihaan Das,Consumer,India,Mumbai,Maharashtra,400028,West,PROD-00091,Beauty,Skincare,Office Chair,911.04,2,0.04,145.77,amazon_orders_batch_2.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0001005,2026-01-07,2026-01-10,Same Day,CUST-00121,Anaya Rao,Consumer,India,Lucknow,Uttar Pradesh,400007,North,PROD-00406,Fashion,Apparel,Desk Lamp,760.65,1,0.0,152.13,amazon_orders_batch_2.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0001144,2026-02-04,2026-02-07,First Class,CUST-00077,Kabir Nair,Consumer,India,Jaipur,Rajasthan,400146,North,PROD-00261,Home,Kitchen,Smart Plug,828.0,5,0.16,33.12,amazon_orders_batch_2.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0001119,2026-01-10,2026-01-13,Second Class,CUST-00277,Meera Joshi,Consumer,India,Hyderabad,Telangana,400121,South,PROD-00136,Home,Kitchen,Water Bottle,655.26,5,0.16,26.21,amazon_orders_batch_2.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0001140,2026-01-31,2026-02-03,First Class,CUST-00061,Aarav Singh,Consumer,India,Pune,Maharashtra,400142,West,PROD-00241,Fashion,Apparel,Echo Dot Speaker,805.65,1,0.0,161.13,amazon_orders_batch_2.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0001116,2026-01-07,2026-01-10,First Class,CUST-00265,Vihaan Das,Consumer,India,Mumbai,Maharashtra,400118,West,PROD-00121,Beauty,Skincare,Office Chair,641.04,2,0.04,102.57,amazon_orders_batch_2.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0001015,2026-01-17,2026-01-20,Second Class,CUST-00161,Anaya Rao,Consumer,India,Lucknow,Uttar Pradesh,400017,North,PROD-00036,Fashion,Apparel,Desk Lamp,831.78,1,0.0,166.36,amazon_orders_batch_2.csv,2026-03-14T07:04:03.606Z
