order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,source_file,processing_timestamp
AMZ-ORD-0000033,2026-02-03,2026-02-05,First Class,CUST-00100,Neha Verma,Consumer,India,Chennai,Tamil Nadu,400034,South,PROD-00133,Office,Stationery,Backpack,224.78,2,0.04,35.96,amazon_orders_batch_1.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0000018,2026-01-19,2026-01-21,Same Day,CUST-00055,Rahul Iyer,Consumer,India,Mumbai,Maharashtra,400019,West,PROD-00073,Office,Stationery,Backpack,128.0,3,0.08,15.36,amazon_orders_batch_1.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0000062,2026-01-27,2026-01-29,Same Day,CUST-00187,Rohan Patel,Consumer,India,Pune,Maharashtra,400063,West,PROD-00249,Beauty,Skincare,Bluetooth Earbuds,401.04,3,0.08,48.12,amazon_orders_batch_1.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0000001,2026-01-02,2026-01-04,First Class,CUST-00004,Priya Sharma,Consumer,India,Hyderabad,Telangana,400002,South,PROD-00005,Fashion,Apparel,Smart Plug,27.13,2,0.04,4.34,amazon_orders_batch_1.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0000088,2026-01-17,2026-01-19,Second Class,CUST-00265,Rahul Iyer,Consumer,India,Mumbai,Maharashtra,400089,West,PROD-00353,Office,Stationery,Backpack,555.91,1,0.0,111.18,amazon_orders_batch_1.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0000040,2026-01-05,2026-01-07,Second Class,CUST-00121,Aarav Singh,Consumer,India,Bengaluru,Karnataka,400041,South,PROD-00161,Home,Kitchen,Echo Dot Speaker,264.52,1,0.0,52.9,amazon_orders_batch_1.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0000053,2026-01-18,2026-01-20,First Class,CUST-00160,Neha Verma,Consumer,India,Chennai,Tamil Nadu,400054,South,PROD-00213,Office,Stationery,Backpack,347.04,2,0.04,55.53,amazon_orders_batch_1.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0000054,2026-01-19,2026-01-21,Same Day,CUST-00163,Kabir Nair,Consumer,India,Kolkata,West Bengal,400055,East,PROD-00217,Electronics,Accessories,Office Chair,344.0,3,0.08,41.28,amazon_orders_batch_1.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0000015,2026-01-16,2026-01-18,Standard Class,CUST-00046,Anaya Rao,Consumer,India,Ahmedabad,Gujarat,400016,West,PROD-00061,Home,Kitchen,Echo Dot Speaker,116.78,4,0.12,9.34,amazon_orders_batch_1.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0000049,2026-01-14,2026-01-16,First Class,CUST-00148,Meera Joshi,Consumer,India,Delhi,Delhi,400050,North,PROD-00197,Electronics,Accessories,Office Chair,318.52,2,0.04,50.96,amazon_orders_batch_1.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0000043,2026-01-08,2026-01-10,Standard Class,CUST-00130,Neha Verma,Consumer,India,Chennai,Tamil Nadu,400044,South,PROD-00173,Office,Stationery,Backpack,285.91,4,0.12,22.87,amazon_orders_batch_1.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0000082,2026-01-11,2026-01-13,Same Day,CUST-00247,Rohan Patel,Consumer,India,Pune,Maharashtra,400083,West,PROD-00329,Beauty,Skincare,Bluetooth Earbuds,513.13,3,0.08,61.58,amazon_orders_batch_1.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0000010,2026-01-11,2026-01-13,Same Day,CUST-00031,Aarav Singh,Consumer,India,Bengaluru,Karnataka,400011,South,PROD-00041,Home,Kitchen,Echo Dot Speaker,81.13,3,0.08,9.74,amazon_orders_batch_1.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0000047,2026-01-12,2026-01-14,Standard Class,CUST-00142,Isha Gupta,Consumer,India,Lucknow,Uttar Pradesh,400048,North,PROD-00189,Beauty,Skincare,Bluetooth Earbuds,304.26,4,0.12,24.34,amazon_orders_batch_1.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0000070,2026-02-04,2026-02-06,Same Day,CUST-00211,Aarav Singh,Consumer,India,Bengaluru,Karnataka,400071,South,PROD-00281,Home,Kitchen,Echo Dot Speaker,447.91,3,0.08,53.75,amazon_orders_batch_1.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0000077,2026-01-06,2026-01-08,First Class,CUST-00232,Isha Gupta,Consumer,India,Lucknow,Uttar Pradesh,400078,North,PROD-00309,Beauty,Skincare,Bluetooth Earbuds,487.65,2,0.04,78.02,amazon_orders_batch_1.csv,2026-03-14T07:04:03.606Z
