source_file,order_id,product_id,order_date,customer_id,ship_date,ship_mode,customer_name,segment,country,city,state,postal_code,region,category,sub_category,product_name,sales,quantity,discount,profit
amazon_orders_batch_1.csv,AMZ-ORD-0000056,PROD-00225,2026-01-21,CUST-00169,2026-01-23,Second Class,Vihaan Das,Consumer,India,Jaipur,Rajasthan,400057,North,Fashion,Apparel,Smart Plug,358.26,1,0.0,71.65
amazon_orders_batch_1.csv,AMZ-ORD-0000035,PROD-00141,2026-02-05,CUST-00106,2026-02-07,Standard Class,Anaya Rao,Consumer,India,Ahmedabad,Gujarat,400036,West,Home,Kitchen,Echo Dot Speaker,239.04,4,0.12,19.12
amazon_orders_batch_1.csv,AMZ-ORD-0000077,PROD-00309,2026-01-06,CUST-00232,2026-01-08,First Class,Isha Gupta,Consumer,India,Lucknow,Uttar Pradesh,400078,North,Beauty,Skincare,Bluetooth Earbuds,487.65,2,0.04,78.02
amazon_orders_batch_1.csv,AMZ-ORD-0000028,PROD-00113,2026-01-29,CUST-00085,2026-01-31,Second Class,Rahul Iyer,Consumer,India,Mumbai,Maharashtra,400029,West,Office,Stationery,Backpack,189.13,1,0.0,37.83
amazon_orders_batch_2.csv,AMZ-ORD-0001011,PROD-00016,2026-01-13,CUST-00145,2026-01-16,Second Class,Priya Sharma,Consumer,India,Chennai,Tamil Nadu,400013,South,Beauty,Skincare,Wireless Mouse,799.26,2,0.04,127.88
amazon_orders_batch_2.csv,AMZ-ORD-0001132,PROD-00201,2026-01-23,CUST-00029,2026-01-26,First Class,Rohan Patel,Consumer,India,Kolkata,West Bengal,400134,East,Office,Stationery,Backpack,750.78,3,0.08,90.09
amazon_orders_batch_2.csv,AMZ-ORD-0001088,PROD-00401,2026-01-16,CUST-00153,2026-01-19,First Class,Rahul Iyer,Consumer,India,Bengaluru,Karnataka,400090,South,Electronics,Accessories,Bluetooth Earbuds,443.91,4,0.12,35.51
amazon_orders_batch_2.csv,AMZ-ORD-0001077,PROD-00346,2026-01-05,CUST-00109,2026-01-08,Same Day,Isha Gupta,Consumer,India,Delhi,Delhi,400079,North,Office,Stationery,Kindle Reader,364.65,3,0.08,43.76
amazon_orders_batch_2.csv,AMZ-ORD-0001121,PROD-00146,2026-01-12,CUST-00285,2026-01-15,Same Day,Priya Sharma,Consumer,India,Chennai,Tamil Nadu,400123,South,Beauty,Skincare,Wireless Mouse,671.52,2,0.04,107.44
amazon_orders_batch_2.csv,AMZ-ORD-0001110,PROD-00091,2026-01-01,CUST-00241,2026-01-04,Standard Class,Aarav Singh,Consumer,India,Pune,Maharashtra,400112,West,Fashion,Apparel,Echo Dot Speaker,592.26,1,0.0,118.45
amazon_orders_batch_2.csv,AMZ-ORD-0001143,PROD-00256,2026-02-03,CUST-00073,2026-02-06,Second Class,Neha Verma,Consumer,India,Ahmedabad,Gujarat,400145,West,Electronics,Accessories,Monitor Stand,830.04,4,0.12,66.4
amazon_orders_batch_3.csv,AMZ-ORD-0002015,PROD-00331,2026-01-02,CUST-00176,2026-01-03,First Class,Anaya Rao,Consumer,India,Delhi,Delhi,400018,North,Beauty,Skincare,Echo Dot Speaker,846.78,6,0.12,67.74
amazon_orders_batch_3.csv,AMZ-ORD-0002020,PROD-00361,2026-01-07,CUST-00201,2026-01-08,Same Day,Aarav Singh,Consumer,India,Kolkata,West Bengal,400023,East,Beauty,Skincare,Echo Dot Speaker,882.26,5,0.08,105.87
amazon_orders_batch_3.csv,AMZ-ORD-0002075,PROD-00271,2026-01-24,CUST-00176,2026-01-25,First Class,Anaya Rao,Consumer,India,Delhi,Delhi,400078,North,Beauty,Skincare,Echo Dot Speaker,423.39,6,0.12,33.87
