source_file,order_id,product_id,order_date,customer_id,ship_date,ship_mode,customer_name,segment,country,city,state,postal_code,region,category,sub_category,product_name,sales,quantity,discount,profit
amazon_orders_batch_1.csv,AMZ-ORD-0000070,PROD-00281,2026-02-04,CUST-00211,2026-02-06,Same Day,Aarav Singh,Consumer,India,Bengaluru,Karnataka,400071,South,Home,Kitchen,Echo Dot Speaker,447.91,3,0.08,53.75
amazon_orders_batch_1.csv,AMZ-ORD-0000014,PROD-00057,2026-01-15,CUST-00043,2026-01-17,Same Day,Kabir Nair,Consumer,India,Kolkata,West Bengal,400015,East,Electronics,Accessories,Office Chair,109.65,3,0.08,13.16
amazon_orders_batch_1.csv,AMZ-ORD-0000007,PROD-00029,2026-01-08,CUST-00022,2026-01-10,Standard Class,Isha Gupta,Consumer,India,Lucknow,Uttar Pradesh,400008,North,Beauty,Skincare,Bluetooth Earbuds,69.91,4,0.12,5.59
amazon_orders_batch_1.csv,AMZ-ORD-0000049,PROD-00197,2026-01-14,CUST-00148,2026-01-16,First Class,Meera Joshi,Consumer,India,Delhi,Delhi,400050,North,Electronics,Accessories,Office Chair,318.52,2,0.04,50.96
amazon_orders_batch_2.csv,AMZ-ORD-0001066,PROD-00291,2026-01-31,CUST-00065,2026-02-03,Standard Class,Vihaan Das,Consumer,India,Mumbai,Maharashtra,400068,West,Beauty,Skincare,Office Chair,285.39,2,0.04,45.66
amazon_orders_batch_2.csv,AMZ-ORD-0001055,PROD-00236,2026-01-20,CUST-00021,2026-01-23,Second Class,Anaya Rao,Consumer,India,Lucknow,Uttar Pradesh,400057,North,Fashion,Apparel,Desk Lamp,206.13,1,0.0,41.23
amazon_orders_batch_2.csv,AMZ-ORD-0001033,PROD-00126,2026-02-04,CUST-00233,2026-02-07,Same Day,Neha Verma,Consumer,India,Ahmedabad,Gujarat,400035,West,Electronics,Accessories,Monitor Stand,57.78,4,0.12,4.62
amazon_orders_batch_2.csv,AMZ-ORD-0001044,PROD-00181,2026-01-09,CUST-00277,2026-01-12,First Class,Kabir Nair,Consumer,India,Jaipur,Rajasthan,400046,North,Home,Kitchen,Smart Plug,137.04,5,0.16,5.48
amazon_orders_batch_2.csv,AMZ-ORD-0001022,PROD-00071,2026-01-24,CUST-00189,2026-01-27,Standard Class,Rohan Patel,Consumer,India,Kolkata,West Bengal,400024,East,Office,Stationery,Backpack,878.52,3,0.08,105.42
amazon_orders_batch_2.csv,AMZ-ORD-0001099,PROD-00036,2026-01-27,CUST-00197,2026-01-30,Second Class,Meera Joshi,Consumer,India,Hyderabad,Telangana,400101,South,Home,Kitchen,Water Bottle,513.0,5,0.16,20.52
amazon_orders_batch_3.csv,AMZ-ORD-0002115,PROD-00091,2026-01-26,CUST-00076,2026-01-27,First Class,Anaya Rao,Consumer,India,Delhi,Delhi,400118,North,Beauty,Skincare,Echo Dot Speaker,747.91,4,0.04,119.67
amazon_orders_batch_3.csv,AMZ-ORD-0002020,PROD-00361,2026-01-07,CUST-00201,2026-01-08,Same Day,Aarav Singh,Consumer,India,Kolkata,West Bengal,400023,East,Beauty,Skincare,Echo Dot Speaker,882.26,5,0.08,105.87
amazon_orders_batch_3.csv,AMZ-ORD-0002155,PROD-00331,2026-01-28,CUST-00276,2026-01-29,First Class,Anaya Rao,Consumer,India,Delhi,Delhi,400158,North,Beauty,Skincare,Echo Dot Speaker,162.26,2,0.2,3.25
amazon_orders_batch_3.csv,AMZ-ORD-0002170,PROD-00001,2026-01-05,CUST-00051,2026-01-06,Second Class,Aarav Singh,Consumer,India,Kolkata,West Bengal,400173,East,Beauty,Skincare,Echo Dot Speaker,289.04,5,0.08,34.68
amazon_orders_batch_3.csv,AMZ-ORD-0002175,PROD-00031,2026-01-10,CUST-00076,2026-01-11,First Class,Anaya Rao,Consumer,India,Delhi,Delhi,400178,North,Beauty,Skincare,Echo Dot Speaker,324.52,4,0.04,51.92
amazon_orders_batch_3.csv,AMZ-ORD-0002130,PROD-00181,2026-01-03,CUST-00151,2026-01-04,Second Class,Aarav Singh,Consumer,India,Kolkata,West Bengal,400133,East,Beauty,Skincare,Echo Dot Speaker,864.52,1,0.16,34.58
amazon_orders_batch_3.csv,AMZ-ORD-0002100,PROD-00001,2026-01-11,CUST-00001,2026-01-12,Same Day,Aarav Singh,Consumer,India,Kolkata,West Bengal,400103,East,Beauty,Skincare,Echo Dot Speaker,621.13,1,0.16,24.85
